name,cohort,job_title,job_category,job_category_entrepreneur,job_category_ic,job_category_leader,job_category_manager,job_category_student,job_category_unknown,job_category_reasoning,company_size_category,company_size_category_enterprise,company_size_category_smb,company_size_category_solo,company_size_category_unknown,course_join_question,course_join_question_summarized,source,source_enrolled_(free),source_lightning_lesson,source_started_payment,source_uploaded_to_waitlist,source_waitlist,course_join_question_cluster,course_join_question_cluster_1,course_join_question_cluster_2,course_join_question_cluster_3,course_join_question_cluster_4,course_join_question_cluster_5,module_item_views,projects_submitted,projects_submitted_gte_1,projects_submitted_gte_3,community_posts,community_posts_gte_1,community_posts_gte_3,zoom_join_clicks,rating,rating_gte_10,rating_exists
Student60,2,Unknown job title,unknown,0,0,0,0,0,1,Unknown job title,unknown,0,0,0,1,Become AI enabled,Goal: Become AI enabled,Started payment,0,0,1,0,0,3,0,0,1,0,0,7,1,TRUE,FALSE,3,TRUE,TRUE,2,,FALSE,FALSE
Student61,4,CEO,leader,0,0,1,0,0,0,"The title 'CEO' (Chief Executive Officer) is a classic example of a leader role, as it refers to the highest-ranking executive in a company who leads other leaders and managers.",smb,0,1,0,0,learn to build RAG based applications and learn fine-tuning of models,Goal: Learn to build RAG applications and fine-tune models,Started payment,0,0,1,0,0,4,0,0,0,1,0,52,2,TRUE,FALSE,8,TRUE,TRUE,4,10.0,TRUE,TRUE
Student62,2,Data Engineer,ic,0,1,0,0,0,0,"The title 'Data Engineer' contains the word 'engineer', which is listed as an example of an individual contributor (IC) role. There are no indications of managerial, leadership, entrepreneurial, or student status.",enterprise,1,0,0,0,Knowledge on LLMs and Prompt Engineering. ,Goal: Gain knowledge on LLMs and Prompt Engineering,Started payment,0,0,1,0,0,1,1,0,0,0,0,15,3,TRUE,TRUE,4,TRUE,TRUE,0,,FALSE,FALSE
Student63,1,Founder,entrepreneur,1,0,0,0,0,0,Solo company,solo,0,0,1,0,"How to fine tune LLM effectively, and what LLM models I should be using for projects.",Goal: Learn to fine-tune LLMs and select suitable models for projects,Uploaded to waitlist,0,0,0,1,0,1,1,0,0,0,0,7,0,FALSE,FALSE,1,TRUE,FALSE,2,10.0,TRUE,TRUE
Student64,3,"Vice President,  Technology Management ",leader,0,0,1,0,0,0,"The title 'Vice President' is explicitly listed under the 'leader' category, as it denotes a senior executive role that typically leads managers and oversees major functions or departments within a company.",enterprise,1,0,0,0,Ability to build effective real world solutions with GenAI/ LLMs ,Goal: Build real-world solutions using GenAI and LLMs,Lightning Lesson,0,1,0,0,0,4,0,0,0,1,0,30,2,TRUE,FALSE,4,TRUE,TRUE,4,,FALSE,FALSE
Student65,1,Senior Developer,entrepreneur,1,0,0,0,0,0,Solo company,solo,0,0,1,0,Learn to create my own LLM,Goal: Learn to create my own LLM,Started payment,0,0,1,0,0,1,1,0,0,0,0,10,0,FALSE,FALSE,0,FALSE,FALSE,3,,FALSE,FALSE
Student66,1,Head of Data Solutions,leader,0,0,1,0,0,0,"The title 'Head of Data Solutions' contains 'Head of', which is commonly used for senior leadership roles that typically oversee managers and entire departments. This fits the 'leader' category.",smb,0,1,0,0,I am on a journey to become a Citizen Data Scientist. I want to build a solid foundation in maximizing the value of data using modern techniques. ,Goal: Become a Citizen Data Scientist and master data value techniques,Started payment,0,0,1,0,0,4,0,0,0,1,0,42,4,TRUE,TRUE,8,TRUE,TRUE,7,10.0,TRUE,TRUE
Student67,1,Founder in the making,entrepreneur,1,0,0,0,0,0,"The phrase 'Founder in the making' indicates someone who is aspiring to be or is in the process of becoming a founder, which aligns with the entrepreneur category. The use of 'founder' is a strong signal for entrepreneur, even if they are not yet officially a founder.",smb,0,1,0,0,Build an AI product,Goal: Build an AI product,Waitlist,0,0,0,0,1,3,0,0,1,0,0,15,1,TRUE,FALSE,2,TRUE,FALSE,1,8.0,FALSE,TRUE
Student68,1,Unknown job title,unknown,0,0,0,0,0,1,Unknown job title,unknown,0,0,0,1,Learn something new about AI,Goal: Learn new information about AI,Started payment,0,0,1,0,0,5,0,0,0,0,1,0,0,FALSE,FALSE,0,FALSE,FALSE,6,,FALSE,FALSE
Student69,1,IT Core Systems Engineer,ic,0,1,0,0,0,0,"The title 'IT Core Systems Engineer' contains the keyword 'engineer', which is listed under individual contributors (ICs). There are no indications of managerial, leadership, entrepreneurial, or student roles in the title.",enterprise,1,0,0,0,n,No response provided,Started payment,0,0,1,0,0,2,0,1,0,0,0,10,0,FALSE,FALSE,0,FALSE,FALSE,1,,FALSE,FALSE
Student70,1,Senior Program Manager,manager,0,0,0,1,0,0,"The title 'Senior Program Manager' contains 'manager', indicating responsibility for leading projects or teams, but does not include keywords like director or VP that would indicate a leader. 'Senior' is a level, not a category. Therefore, this fits best under the manager category.",enterprise,1,0,0,0,Get more familiar with AI and have some knowledge and hands on experience to talk confidently about AI in interviews. End goal is to pivot to a career in AI. ,Goal: Gain AI knowledge and experience to pivot to an AI career.,Started payment,0,0,1,0,0,5,0,0,0,0,1,35,3,TRUE,TRUE,1,TRUE,FALSE,5,10.0,TRUE,TRUE
Student71,2,Data Engineer,ic,0,1,0,0,0,0,"The title 'Data Engineer' contains the word 'engineer', which is listed as an example of an individual contributor (IC) role. There are no indications of managerial, leadership, entrepreneurial, or student status.",smb,0,1,0,0,Practical applications for AI and an understanding of how to model AI systems at a technical level.,Goal: Learn practical AI applications and technical modeling skills,Enrolled (Free),1,0,0,0,0,5,0,0,0,0,1,20,1,TRUE,FALSE,2,TRUE,FALSE,0,,FALSE,FALSE
Student72,3,Unknown job title,unknown,0,0,0,0,0,1,Unknown job title,enterprise,1,0,0,0,Hands on learning,Goal: Hands-on learning experience,Lightning Lesson,0,1,0,0,0,1,1,0,0,0,0,20,0,FALSE,FALSE,0,FALSE,FALSE,0,,FALSE,FALSE
Student73,1,Co-founder ,entrepreneur,1,0,0,0,0,0,"The job title 'Co-founder' directly matches the entrepreneur category, as it indicates someone who started or owns a business.",smb,0,1,0,0,"Learn how to train with a dataset and predictive analysis, and build a app.","Goal: Learn dataset training, predictive analysis, and app building",Started payment,0,0,1,0,0,4,0,0,0,1,0,59,5,TRUE,TRUE,20,TRUE,TRUE,1,10.0,TRUE,TRUE
Student74,1,Founder,entrepreneur,1,0,0,0,0,0,Solo company,solo,0,0,1,0,I want to build A.I. agents to make my job easier ,Goal: Build AI agents to simplify work tasks,Waitlist,0,0,0,0,1,3,0,0,1,0,0,24,2,TRUE,FALSE,7,TRUE,TRUE,1,,FALSE,FALSE
Student75,1,ML Expert,entrepreneur,1,0,0,0,0,0,Solo company,solo,0,0,1,0,experience with AI project and regularity of doing AI activities,Goal: Gain AI project experience and maintain regular AI activities,Started payment,0,0,1,0,0,5,0,0,0,0,1,35,4,TRUE,TRUE,6,TRUE,TRUE,7,10.0,TRUE,TRUE
Student76,3,CTO,leader,0,0,1,0,0,0,"CTO stands for Chief Technology Officer, which is a C-level executive position. According to the guidelines, C-level titles such as CTO fall under the 'leader' category.",enterprise,1,0,0,0,good fundamental understanding of building practical applications,Goal: Gain fundamental understanding to build practical applications,Started payment,0,0,1,0,0,4,0,0,0,1,0,73,5,TRUE,TRUE,10,TRUE,TRUE,0,10.0,TRUE,TRUE
Student77,1,Senior Specialist,ic,0,1,0,0,0,0,"The title 'Senior Specialist' contains the keyword 'specialist', which is listed under the individual contributor (ic) category. There are no indications of managerial, leadership, entrepreneurial, or student roles in the title.",enterprise,1,0,0,0,Experience setting up my own environment and how to compare it to my companies existing machine learning analytics environment using XGBoost,Goal: Learn environment setup and compare with company's ML analytics using XGBoost,Waitlist,0,0,0,0,1,4,0,0,0,1,0,11,0,FALSE,FALSE,2,TRUE,FALSE,1,,FALSE,FALSE
Student78,3,System Administrator,ic,0,1,0,0,0,0,"The title 'System Administrator' typically refers to an individual contributor role responsible for managing and maintaining computer systems and networks. It does not indicate managerial or leadership responsibilities, nor does it suggest entrepreneurship or student status.",enterprise,1,0,0,0,"I'm excited to learn from your real-world AI experience, as well as gain insights into the industry's structure and best practices.",Goal: Learn from real-world AI experience and industry insights,Waitlist,0,0,0,0,1,5,0,0,0,0,1,15,1,TRUE,FALSE,6,TRUE,TRUE,2,,FALSE,FALSE
Student79,3,Program management,entrepreneur,1,0,0,0,0,0,Solo company,solo,0,0,1,0,Hands-on experience to build AI products,Goal: Gain hands-on experience to build AI products,Started payment,0,0,1,0,0,5,0,0,0,0,1,11,0,FALSE,FALSE,0,FALSE,FALSE,4,10.0,TRUE,TRUE
Student80,2,Web Developer,ic,0,1,0,0,0,0,"The title 'Web Developer' matches the example keywords for individual contributors (ICs), specifically 'developer'. There is no indication of managerial or leadership responsibility, nor is there any indication of entrepreneurship or student status.",unknown,0,0,0,1,"Build AI solutions
",Goal: Build AI solutions,Waitlist,0,0,0,0,1,3,0,0,1,0,0,7,0,FALSE,FALSE,6,TRUE,TRUE,2,,FALSE,FALSE
Student81,1,"Vice President, Data Management Office",leader,0,0,1,0,0,0,"The title 'Vice President' is explicitly listed under the 'leader' category, as it typically refers to someone who leads managers and has significant organizational responsibility.",enterprise,1,0,0,0,Get foundational knowledge on AI and related technologies. Create AI solutions for business use cases,Goal: Learn AI fundamentals and develop business AI solutions,Waitlist,0,0,0,0,1,5,0,0,0,0,1,26,0,FALSE,FALSE,0,FALSE,FALSE,0,,FALSE,FALSE
Student82,2,CEO,leader,0,0,1,0,0,0,"The title 'CEO' (Chief Executive Officer) is explicitly listed under the 'leader' category, as it refers to the highest-ranking executive in a company who leads managers and sets company strategy.",smb,0,1,0,0,Build a good foundation for AI models and apps,Goal: Build a foundation for AI models and applications,Lightning Lesson,0,1,0,0,0,4,0,0,0,1,0,9,1,TRUE,FALSE,2,TRUE,FALSE,2,,FALSE,FALSE
Student83,3,Pr Tech BD ,ic,0,1,0,0,0,0,"The job title 'Pr Tech BD' is ambiguous, but breaking it down: 'Pr' could stand for 'Principal', 'Tech' for 'Technical', and 'BD' for 'Business Development'. 'Principal' often refers to a senior individual contributor, especially in technical roles. There is no explicit indication of managerial or leadership responsibility, nor is there any sign of entrepreneurship or student status.",enterprise,1,0,0,0,Build more with AI,Goal: Build more with AI,Started payment,0,0,1,0,0,3,0,0,1,0,0,2,0,FALSE,FALSE,2,TRUE,FALSE,1,,FALSE,FALSE
Student84,4,CTO ,leader,0,0,1,0,0,0,"CTO stands for Chief Technology Officer, which is a C-level executive position. According to the guidelines, C-level titles such as CTO fall under the 'leader' category.",unknown,0,0,0,1,Hands on skills ,Goal: Gain hands-on skills,Waitlist,0,0,0,0,1,1,1,0,0,0,0,75,1,TRUE,FALSE,2,TRUE,FALSE,9,10.0,TRUE,TRUE
Student85,4,Founder,entrepreneur,1,0,0,0,0,0,"The job title 'Founder' directly matches the entrepreneur category, as it refers to someone who started or owns the business.",smb,0,1,0,0,Hands-on experience with building with LLMs that I can implement into the AI-powered accounting platform I'm working on,Goal: Gain hands-on LLM experience for AI accounting platform,Started payment,0,0,1,0,0,1,1,0,0,0,0,27,3,TRUE,TRUE,11,TRUE,TRUE,2,,FALSE,FALSE
Student86,1,Unknown job title,unknown,0,0,0,0,0,1,Unknown job title,unknown,0,0,0,1,Gain a good grasp of the concepts and principles of artificial intelligence.,Goal: Understand AI concepts and principles,Waitlist,0,0,0,0,1,5,0,0,0,0,1,7,0,FALSE,FALSE,1,TRUE,FALSE,3,,FALSE,FALSE
Student87,2,Lead Data Analyst,manager,0,0,0,1,0,0,"The title contains 'Lead', which typically indicates a managerial role overseeing individual contributors. 'Data Analyst' is an IC role, but 'Lead' takes precedence according to the rules.",enterprise,1,0,0,0,Get more hands on with AI,Goal: Gain practical experience with AI,Lightning Lesson,0,1,0,0,0,5,0,0,0,0,1,1,0,FALSE,FALSE,0,FALSE,FALSE,2,,FALSE,FALSE
Student88,4,Technical Program Manager,manager,0,0,0,1,0,0,"The title 'Technical Program Manager' contains 'manager', indicating responsibility for leading projects or teams, which fits the manager category. There are no keywords indicating a higher-priority category such as entrepreneur or leader.",smb,0,1,0,0,Feel comfortable building various kinds of AI projects.,Goal: Build confidence in creating various AI projects,Started payment,0,0,1,0,0,3,0,0,1,0,0,11,1,TRUE,FALSE,4,TRUE,TRUE,8,10.0,TRUE,TRUE
Student89,1,Data Analyst/ Systems Professional,entrepreneur,1,0,0,0,0,0,Solo company,solo,0,0,1,0,how to start my own ai business,Goal: Learn how to start an AI business,Started payment,0,0,1,0,0,3,0,0,1,0,0,29,4,TRUE,TRUE,14,TRUE,TRUE,2,,FALSE,FALSE
Student90,4,Software Engineer,ic,0,1,0,0,0,0,"The title 'Software Engineer' matches the example keywords for individual contributors (engineer). There is no indication of management, leadership, entrepreneurship, or student status.",smb,0,1,0,0,I would like to learn how ai works and how to use it properly for better results.,Goal: Learn how AI works and use it effectively for better results,Started payment,0,0,1,0,0,5,0,0,0,0,1,18,0,FALSE,FALSE,1,TRUE,FALSE,0,,FALSE,FALSE
Student91,2,IT Manager,manager,0,0,0,1,0,0,"The title contains 'Manager', which directly matches the 'manager' category as someone who leads ICs or owns a project/process.",unknown,0,0,0,1,practical knowledge,Goal: Gain practical knowledge,Started payment,0,0,1,0,0,1,1,0,0,0,0,26,0,FALSE,FALSE,0,FALSE,FALSE,1,,FALSE,FALSE
Student92,1,Success Architect,ic,0,1,0,0,0,0,"The title 'Success Architect' contains the word 'architect', which is listed as an example under the 'ic' (Individual Contributor) category. There are no keywords indicating managerial, leadership, entrepreneurial, or student roles.",enterprise,1,0,0,0,Intro to AI programming with Python,Goal: Learn AI programming with Python,Started payment,0,0,1,0,0,5,0,0,0,0,1,1,0,FALSE,FALSE,0,FALSE,FALSE,4,,FALSE,FALSE
